account_id,district_id,open_date,statement_frequency,name,region,population,num_cities,urban_ratio,avg_salary,entrepreneur_1000,municipality_population.500,municipality_population_500.1999,municipality_population_2000.9999,municipality_population_..10000,unemployment_rate_for_95,unemployment_rate_for_96,crimes_committed_in_95,crimes_committed_in_96,num_customers,credit_cards,loan_id,loan_granted_date,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
2225,15,1996-01-24,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845,1879,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10600,15,NA,26581,1000
2226,2,1996-02-17,monthly,Benesov,central Bohemia,88884,5,46.7,8507,132,80,26,6,2,1.6,1.85,2159,2674,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,20600,15,NA,65765,1100
2228,34,1994-03-19,monthly,Chomutov,north Bohemia,125236,5,87.7,9675,100,28,11,1,4,6.4,7.68,5323,5190,1,0,5414,1995-03-29,185952,3874,48,C,TRUE,FALSE,57400,15,NA,145318,700
2229,1,1997-01-27,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,26200,15,NA,59142,1000
2230,7,1996-02-11,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289,4846,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11900,15,NA,40114,200
2231,2,1997-10-14,monthly,Benesov,central Bohemia,88884,5,46.7,8507,132,80,26,6,2,1.6,1.85,2159,2674,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9300,15,NA,27973,600
2232,1,1996-05-07,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,40960,15,NA,68757,900
2233,43,1996-01-03,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085,3891,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11450,15,NA,44378,400
2234,3,1996-11-21,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,1290,15,NA,33524,600
2235,45,1995-10-22,monthly,Jicin,east Bohemia,77917,5,53.5,8390,132,85,19,6,1,2.2,2.89,2080,2122,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18100,15,NA,58457,800
2236,73,1995-08-27,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355,4433,1,0,5415,1996-09-26,139464,3874,36,D,TRUE,TRUE,24600,0,NA,70195,-5608
2237,26,1995-12-13,monthly,Plzen - mesto,west Bohemia,170449,1,100,10787,131,0,0,0,1,2.6,3.09,6041,6261,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,35360,15,6,74383,1100
2239,25,1995-01-05,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822,2218,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,25900,15,NA,82429,900
2240,36,1996-10-07,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,58800,15,7,135704,800
2241,6,1993-02-08,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640,3120,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,19680,15,NA,78909,200
2243,25,1996-01-24,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822,2218,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22240,15,NA,61219,200
2244,46,1995-07-19,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8000,15,NA,43775,200
2245,29,1993-03-30,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,1,0,5418,1995-01-16,347952,7249,48,C,TRUE,FALSE,65400,15,NA,162028,300
2246,1,1996-04-25,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,5419,1997-02-05,415800,6930,60,C,TRUE,FALSE,49000,15,NA,140706,700
2247,24,1996-04-13,monthly,Karlovy Vary,west Bohemia,122603,8,80,8991,128,25,21,6,2,1.3,2.01,5198,5273,1,0,5420,1997-02-24,72504,3021,24,C,TRUE,FALSE,62200,15,NA,145620,600
2250,35,1993-11-02,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1,1.21,3384,3620,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,45760,15,23,92031,800
2252,1,1996-10-05,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4260,15,NA,25780,700
2253,74,1993-07-24,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11250,15,NA,44418,300
2254,1,1996-04-17,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,60700,15,NA,134473,200
2255,52,1995-10-14,monthly,Usti nad Orlici,east Bohemia,139012,10,61.9,8363,108,59,41,8,3,2.5,3.49,2564,2799,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5850,15,NA,23340,1100
2256,48,1993-02-06,monthly,Rychnov nad Kneznou,east Bohemia,78955,9,59,9060,124,50,24,8,1,1.7,2.44,1655,1717,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12500,15,NA,27539,700
2257,57,1993-12-21,monthly,Hodonin,south Moravia,161954,8,48,8720,116,21,37,20,3,3.7,4.5,3729,3651,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10600,15,NA,28220,500
2258,3,1996-11-12,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824,2813,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8000,15,NA,50419,600
2259,64,1994-05-14,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484,4265,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4950,15,NA,28283,600
2260,1,1994-06-07,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18400,0,NA,42323,-16447
2262,13,1997-02-08,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597,1875,1,1,5428,1998-12-02,230220,6395,36,C,TRUE,FALSE,58400,15,3,141146,200
2263,36,1996-03-12,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,30880,15,3,97015,400
2264,41,1996-11-22,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445,5471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4200,15,NA,36178,1000
2265,65,1995-08-03,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,62300,15,NA,147060,700
2266,50,1996-07-19,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,21000,15,NA,74823,600
2268,1,1995-02-11,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,5429,1996-07-18,20196,561,36,C,TRUE,FALSE,25000,15,NA,82259,200
2269,6,1993-11-04,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640,3120,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23200,15,NA,47570,1100
2270,14,1997-03-08,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604,6295,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5000,15,NA,32892,600
2271,68,1993-11-13,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5340,15,NA,26293,600
2272,48,1997-10-08,monthly,Rychnov nad Kneznou,east Bohemia,78955,9,59,9060,124,50,24,8,1,1.7,2.44,1655,1717,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8100,15,NA,36586,200
2274,66,1996-01-21,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247,2103,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23100,15,NA,81300,300
2275,1,1996-09-16,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13800,15,NA,54498,200
2276,31,1993-10-22,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13600,15,NA,53576,400
2278,1,1996-08-03,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,11300,15,NA,61739,500
2280,68,1995-08-17,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24000,15,NA,66026,200
2281,1,1995-07-13,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,28500,15,NA,59359,400
2285,36,1996-11-21,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24000,15,NA,76146,800
2286,70,1996-12-06,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,16047,15,NA,46193,800
2287,1,1996-04-21,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,43680,15,6,102996,900
2288,69,1996-01-01,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24200,15,NA,104814,900
2289,1,1996-03-07,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,27840,15,NA,56634,300
2290,37,1996-10-22,monthly,Litomerice,north Bohemia,114006,9,62.3,9065,123,71,26,6,2,4.4,5.39,4147,4166,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13050,15,NA,29725,400
2291,49,1996-07-27,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9400,15,NA,26572,700
2292,41,1995-06-29,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445,5471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6720,15,NA,33458,1100
2293,31,1993-02-13,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,42300,15,NA,56542,700
2294,46,1996-09-29,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,21200,15,NA,47448,900
2295,57,1996-06-25,monthly,Hodonin,south Moravia,161954,8,48,8720,116,21,37,20,3,3.7,4.5,3729,3651,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,64800,15,NA,143128,600
2296,29,1997-11-05,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818,888,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,25440,15,NA,61364,600
2297,46,1995-06-18,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854,2618,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7400,15,NA,32293,200
2298,31,1993-07-03,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328,1452,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,24900,15,6,77584,1000
2299,1,1997-01-21,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,21100,15,NA,41113,-224
2300,36,1997-01-13,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796,6132,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6700,300,NA,21100,500
2301,22,1995-10-10,monthly,Domazlice,west Bohemia,58400,6,52.4,8620,100,65,16,4,1,1.1,1.25,1089,1117,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,44960,15,24,78436,200
2302,24,1993-09-10,monthly,Karlovy Vary,west Bohemia,122603,8,80,8991,128,25,21,6,2,1.3,2.01,5198,5273,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13600,15,NA,56103,300
2303,41,1996-11-24,monthly,Usti nad Labem,north Bohemia,118650,3,85.6,9832,114,8,8,5,1,3.3,4.48,6445,5471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18000,15,NA,71724,500
2304,49,1996-02-19,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,55500,15,NA,113037,500
2305,1,1993-12-11,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9700,5,NA,28575,-23685
2306,38,1993-12-08,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7,8.23,2653,2822,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24700,15,NA,64467,400
2307,60,1995-07-12,monthly,Prostejov,south Moravia,110643,4,51.9,8441,115,49,41,4,1,3.4,4.48,1879,2252,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13250,15,NA,28375,600
2309,18,1995-12-03,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14500,15,NA,57453,600
2310,15,1995-07-19,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845,1879,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,8000,15,NA,70853,700
2311,28,1997-10-19,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22000,15,NA,68953,1100
2312,65,1997-09-26,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6300,15,NA,25537,1100
2314,2,1996-09-07,monthly,Benesov,central Bohemia,88884,5,46.7,8507,132,80,26,6,2,1.6,1.85,2159,2674,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18700,15,NA,67024,1100
2315,75,1994-02-13,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063,4505,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12950,15,NA,51874,900
2316,1,1997-07-21,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5430,7,NA,31781,600
2317,68,1997-08-28,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12550,15,NA,27851,300
2318,73,1993-11-08,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355,4433,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,28200,15,NA,81181,200
2319,58,1996-07-02,monthly,Jihlava,south Moravia,109164,4,63.6,8757,96,98,16,6,1,3.3,3.95,2212,2471,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,55600,15,NA,121284,1100
2321,35,1993-05-13,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1,1.21,3384,3620,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,63200,15,5,165426,400
2322,33,1995-01-02,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,1,0,5445,1996-06-29,46320,1930,24,A,TRUE,FALSE,61600,15,NA,148002,900
2323,72,1995-05-08,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,24000,15,NA,82007,300
2324,1,1997-05-24,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18000,15,NA,48086,800
2325,55,1997-02-26,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659,3894,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22200,15,NA,55041,1100
2326,70,1994-01-24,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,45700,15,NA,144918,200
2327,19,1993-06-08,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999,1099,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,31700,15,NA,58968,600
2328,35,1995-06-14,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1,1.21,3384,3620,2,1,NA,NA,NA,NA,NA,NA,FALSE,NA,13450,15,14,70234,1000
2329,1,1996-08-07,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,9400,15,NA,41366,500
2330,54,1993-01-19,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,7950,15,NA,27205,200
2331,8,1995-04-29,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179,4987,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6900,15,NA,26325,300
2332,77,1996-09-24,monthly,Vsetin,north Moravia,148545,4,53.5,8909,113,8,35,12,3,4,5.56,3460,3590,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,22000,15,1,80635,1100
2333,45,1994-10-08,monthly,Jicin,east Bohemia,77917,5,53.5,8390,132,85,19,6,1,2.2,2.89,2080,2122,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,26000,15,NA,86542,400
2334,50,1996-03-19,monthly,Svitavy,east Bohemia,102609,6,52,8187,94,75,33,2,3,4.8,5.45,2123,2134,1,0,5446,1997-08-04,48312,2013,24,C,TRUE,FALSE,13400,15,NA,59867,600
2335,70,1996-04-04,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,5447,1997-11-12,541200,9020,60,D,TRUE,TRUE,13300,1,NA,51161,-17030
2336,39,1993-07-08,monthly,Most,north Bohemia,119895,4,89.9,10446,90,17,4,3,2,7.3,9.4,4947,4743,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10400,15,NA,38341,1100
2337,65,1997-07-07,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,35680,15,NA,78569,400
2338,59,1997-08-08,monthly,Kromeriz,south Moravia,108871,6,62.1,8444,106,41,29,7,2,3.2,3.47,2595,2305,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,59200,15,NA,141884,300
2339,63,1996-09-22,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562,1460,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4700,15,NA,25914,500
2340,14,1997-06-22,monthly,Ceske Budejovice,south Bohemia,177686,9,74.8,10045,135,69,27,10,1,1.4,1.71,6604,6295,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12800,15,NA,43960,1100
2341,33,1995-11-25,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,2200,15,NA,21180,200
2342,51,1993-02-11,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496,3839,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5340,15,NA,30875,400
2343,68,1994-12-09,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,0,5449,1995-11-04,99336,4139,24,A,TRUE,FALSE,28160,15,NA,61839,300
2344,13,1996-07-02,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597,1875,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,4700,15,NA,31337,1100
2345,5,1993-10-25,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616,3040,1,0,5450,1994-12-11,199680,3328,60,C,TRUE,FALSE,22637,15,NA,62239,500
2346,27,1996-05-08,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029,1127,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,28800,1,NA,84352,-2791
2347,38,1996-08-30,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7,8.23,2653,2822,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,10600,15,NA,36243,600
2348,65,1996-02-05,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157,2718,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,30200,15,NA,55500,600
2349,72,1996-09-11,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672,9208,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14700,15,NA,29782,500
2350,18,1996-08-04,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740,1910,1,1,5451,1997-05-11,159744,3328,48,C,TRUE,FALSE,50700,15,NA,115356,600
2351,74,1997-09-08,monthly,Ostrava - mesto,north Moravia,323870,1,100,10673,100,0,0,0,1,4.7,5.44,18782,18347,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,25600,15,NA,73885,1000
2352,70,1995-01-21,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878,10108,1,0,5452,1996-04-29,49440,824,60,C,TRUE,FALSE,42080,4,NA,86463,300
2353,51,1995-09-21,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496,3839,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,17000,15,NA,85038,200
2354,7,1997-03-17,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289,4846,1,1,NA,NA,NA,NA,NA,NA,FALSE,NA,19600,15,1,69767,700
2355,1,1995-01-03,monthly,Hl.m. Praha,Prague,1204953,1,100,12541,167,0,0,0,1,0.2,0.43,85677,99107,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,64900,15,NA,121150,600
2357,19,1993-01-04,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999,1099,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,14550,15,NA,38943,800
2358,7,1995-09-13,monthly,Melnik,central Bohemia,94725,6,63.4,9920,130,38,28,1,3,2.2,2.87,4289,4846,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13600,15,NA,46124,300
2359,54,1996-07-14,monthly,Brno - mesto,south Moravia,387570,1,100,9897,140,0,0,0,1,1.6,1.96,18721,18696,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,8300,15,NA,37079,600
2360,26,1996-08-27,monthly,Plzen - mesto,west Bohemia,170449,1,100,10787,131,0,0,0,1,2.6,3.09,6041,6261,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,22300,15,NA,69532,300
2361,28,1994-02-25,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,1,0,5453,1995-04-01,156672,4352,36,A,TRUE,FALSE,9000,15,NA,41877,500
2362,16,1996-12-30,monthly,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,107,74,21,10,1,1.1,1.54,1874,1913,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,3000,15,NA,26300,700
2363,47,1994-10-07,monthly,Pardubice,east Bohemia,162580,6,72.8,9538,111,83,26,5,1,1.5,1.81,6079,5410,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,12500,15,NA,42570,700
2364,33,1995-05-03,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650,4859,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,6900,15,NA,35388,1100
2365,42,1994-11-04,monthly,Havlickuv Brod,east Bohemia,95907,7,59.1,8388,87,87,25,5,2,2.4,2.94,1658,1668,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,5500,15,NA,34744,500
2366,68,1997-05-20,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4,4.72,5623,5887,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,13650,15,NA,33012,700
2367,28,1995-03-04,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580,1525,1,0,NA,NA,NA,NA,NA,NA,FALSE,NA,23400,15,NA,71027,800
2369,49,1997-07-19,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660,2123,2,0,NA,NA,NA,NA,NA,NA,FALSE,NA,18560,15,NA,82259,600
