,account_id,district_id,date,statement_frequency,name,region,population,num_cities,urban_ratio,avg_salary,entrepreneur_1000,municipality_population<500,municipality_population_500-1999,municipality_population_2000-9999,municipality_population_>=10000,unemployment_rate_for_95,unemployment_rate_for_96,crimes_committed_in_95,crimes_committed_in_96,num_customers,credit_cards,loan_id,loan_granted_date,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
2618,2925,1,1993-01-10,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16700,15,NA,41716,1000
2619,2926,50,1993-01-14,monthly,Svitavy,east Bohemia,102609,6,52.0,8187,94,75,33,2,3,4.8,5.45,2123.0,2134,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,30880,15,NA,62464,600
2620,2927,37,1997-08-04,monthly,Litomerice,north Bohemia,114006,9,62.3,9065,123,71,26,6,2,4.4,5.39,4147.0,4166,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,53300,15,2.0,113126,300
2621,2928,55,1993-12-14,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659.0,3894,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12000,15,NA,33666,500
2622,2929,51,1996-04-06,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496.0,3839,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,37600,15,NA,123165,400
2623,2930,1,1996-08-24,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,64700,15,NA,148231,900
2624,2931,36,1995-05-04,monthly,Liberec,north Bohemia,159617,9,85.2,9198,131,29,19,8,1,3.3,4.28,5796.0,6132,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4250,15,NA,27352,500
2625,2932,72,1993-05-04,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,64200,4,NA,146481,500
2626,2933,10,1993-06-18,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,2,0.0,5568.0,1994-05-17,272520.0,4542.0,60.0,C,True,False,62800,15,NA,175151,1100
2627,2934,1,1996-10-08,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,60800,15,NA,133278,1000
2628,2935,68,1995-05-15,monthly,Frydek - Mistek,north Moravia,228848,6,57.2,9893,96,15,40,18,2,4.0,4.72,5623.0,5887,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4290,15,NA,22224,200
2629,2936,3,1996-03-27,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824.0,2813,1,0.0,5569.0,1998-01-20,504000.0,8400.0,60.0,C,True,False,10400,15,NA,59151,200
2630,2937,1,1997-02-25,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4600,15,NA,25025,800
2631,2938,1,1993-08-04,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,64400,15,NA,147593,400
2632,2939,5,1997-06-28,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616.0,3040,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6000,15,NA,29212,200
2633,2940,54,1993-06-24,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,64100,15,NA,141487,1000
2634,2942,44,1997-09-24,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6400,15,NA,48605,1100
2635,2944,22,1996-01-11,monthly,Domazlice,west Bohemia,58400,6,52.4,8620,100,65,16,4,1,1.1,1.25,1089.0,1117,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,37600,15,NA,55855,1000
2636,2945,6,1996-07-11,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640.0,3120,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,8300,15,NA,25458,300
2637,2946,54,1996-05-07,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4400,15,NA,22065,1100
2638,2947,57,1996-08-09,monthly,Hodonin,south Moravia,161954,8,48.0,8720,116,21,37,20,3,3.7,4.5,3729.0,3651,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,4150,15,NA,35569,1000
2639,2949,1,1994-10-21,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,13950,15,NA,34839,400
2640,2950,62,1996-06-28,monthly,Uherske Hradiste,south Moravia,145688,5,40.7,8544,109,22,41,13,2,1.2,1.86,2719.0,2906,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,45120,15,NA,71237,1000
2641,2951,44,1993-09-06,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,15600,15,NA,82102,200
2642,2952,65,1997-04-28,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157.0,2718,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6100,15,NA,29017,900
2643,2953,1,1996-09-02,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,12600,15,24.0,61414,900
2644,2954,1,1997-04-08,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,25300,15,2.0,86794,700
2645,2955,67,1996-09-27,monthly,Bruntal,north Moravia,106054,6,63.1,8110,109,38,25,6,2,5.7,6.55,3244.0,3079,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3840,15,NA,30584,900
2646,2956,15,1997-06-10,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845.0,1879,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16400,15,NA,57218,400
2647,2957,25,1995-07-28,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822.0,2218,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,42400,15,NA,78136,500
2648,2958,48,1993-09-19,monthly,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,124,50,24,8,1,1.7,2.44,1655.0,1717,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,11400,15,NA,28718,400
2649,2959,8,1994-02-25,monthly,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,127,95,19,7,1,1.2,1.44,5179.0,4987,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,62700,15,NA,141814,-11712
2650,2960,19,1994-09-20,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999.0,1099,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23700,15,NA,48961,1100
2651,2961,9,1996-07-12,monthly,Nymburk,central Bohemia,81344,6,55.3,8899,149,61,23,4,2,3.3,3.97,2987.0,2487,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,11250,15,NA,33899,400
2652,2962,1,1993-05-30,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,5576.0,1994-12-21,31248.0,2604.0,12.0,A,True,False,64100,15,NA,156950,1000
2653,2963,31,1996-12-09,monthly,Tachov,west Bohemia,51313,4,59.2,8930,108,34,12,3,1,3.5,4.2,1328.0,1452,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,14700,15,2.0,60491,1000
2654,2964,72,1997-01-09,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,10800,15,NA,28637,300
2655,2965,6,1995-10-10,monthly,Kutna Hora,central Bohemia,77963,4,51.5,8546,126,60,23,4,2,2.9,4.02,2640.0,3120,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,12000,15,NA,34849,900
2656,2966,33,1997-03-27,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650.0,4859,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,63100,15,5.0,130528,1100
2657,2967,38,1996-11-13,monthly,Louny,north Bohemia,85852,4,59.8,8965,104,41,23,4,2,7.0,8.23,2653.0,2822,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,13300,15,NA,50081,400
2658,2968,15,1995-02-05,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845.0,1879,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,56400,15,4.0,107797,1100
2659,2969,29,1995-05-26,monthly,Rokycany,west Bohemia,45714,6,55.6,8843,113,52,10,5,1,2.8,3.6,818.0,888,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3700,300,NA,38600,300
2660,2970,60,1993-01-22,monthly,Prostejov,south Moravia,110643,4,51.9,8441,115,49,41,4,1,3.4,4.48,1879.0,2252,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,26400,15,NA,52614,400
2661,2972,12,1993-11-23,monthly,Pribram,central Bohemia,107870,6,58.0,8754,137,84,29,6,1,3.8,4.31,3804.0,3868,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,68700,15,17.0,162756,500
2662,2973,23,1996-08-15,monthly,Cheb,west Bohemia,87419,9,85.5,8624,102,21,11,4,3,1.7,2.66,2879.0,3198,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,19500,15,24.0,58034,500
2663,2974,9,1993-03-13,monthly,Nymburk,central Bohemia,81344,6,55.3,8899,149,61,23,4,2,3.3,3.97,2987.0,2487,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,13850,15,NA,54302,1100
2664,2976,13,1996-08-19,monthly,Rakovnik,central Bohemia,53921,2,41.3,8598,123,61,22,1,1,2.7,3.26,1597.0,1875,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,18880,15,NA,64055,800
2665,2977,28,1996-06-20,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580.0,1525,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,57400,15,NA,134018,1100
2666,2978,74,1995-01-06,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,15100,15,NA,35058,600
2667,2979,10,1997-11-22,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6900,15,NA,24196,700
2668,2980,66,1993-12-09,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247.0,2103,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,5100,15,NA,28624,1000
2669,2981,46,1997-01-11,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854.0,2618,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5300,15,NA,25987,600
2670,2982,19,1996-06-04,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999.0,1099,2,1.0,5582.0,1998-04-17,41256.0,3438.0,12.0,C,True,False,63700,15,55.0,138939,900
2671,2983,42,1996-07-25,monthly,Havlickuv Brod,east Bohemia,95907,7,59.1,8388,87,87,25,5,2,2.4,2.94,1658.0,1668,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,28200,15,NA,51668,1000
2672,2985,71,1993-04-06,monthly,Novy Jicin,north Moravia,161227,10,69.7,8678,102,5,35,11,4,5.9,5.57,4980.0,4595,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5800,15,NA,40601,400
2673,2986,63,1996-04-09,monthly,Vyskov,south Moravia,86513,5,50.5,8288,110,38,36,5,1,3.7,4.52,1562.0,1460,1,1.0,5584.0,1997-12-06,24792.0,1033.0,24.0,C,True,False,47360,15,33.0,91488,500
2674,2987,18,1993-09-16,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740.0,1910,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,31200,15,NA,83115,700
2675,2989,4,1993-11-28,monthly,Kladno,central Bohemia,149893,6,67.4,9753,109,63,29,6,2,4.6,5.05,5244.0,5892,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,11600,15,NA,35126,600
2676,2990,30,1996-09-16,monthly,Sokolov,west Bohemia,94812,10,81.8,9650,100,15,13,8,2,3.3,3.67,2985.0,2804,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,17900,15,14.0,56133,900
2677,2991,19,1993-05-22,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999.0,1099,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,47000,7,NA,84029,600
2678,2992,43,1997-07-11,monthly,Hradec Kralove,east Bohemia,161854,6,76.3,9425,125,73,21,6,1,1.7,2.5,4085.0,3891,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,10240,15,NA,54794,900
2679,2994,77,1996-05-03,monthly,Vsetin,north Moravia,148545,4,53.5,8909,113,8,35,12,3,4.0,5.56,3460.0,3590,1,1.0,5586.0,1996-09-14,48744.0,1354.0,36.0,C,True,False,20500,15,24.0,75877,900
2680,2995,51,1996-12-14,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496.0,3839,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,50600,2,NA,108137,-5285
2681,2996,54,1994-05-17,monthly,Brno - mesto,south Moravia,387570,1,100.0,9897,140,0,0,0,1,1.6,1.96,18721.0,18696,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,23500,15,NA,71605,400
2682,2997,40,1997-09-09,monthly,Teplice,north Bohemia,128118,8,85.3,9317,97,9,16,6,3,6.4,7.07,6949.0,6872,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4000,15,NA,31970,1100
2683,2998,21,1997-11-09,monthly,Tabor,south Bohemia,103347,7,67.0,9104,123,87,16,7,1,1.5,2.07,2299.0,2354,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,29700,3,3.0,66690,300
2684,2999,66,1996-10-08,monthly,Zdar nad Sazavou,south Moravia,125832,5,48.3,8512,102,151,41,2,3,3.5,4.12,2247.0,2103,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,11680,15,NA,37921,1000
2685,3000,28,1993-07-14,monthly,Plzen - sever,west Bohemia,72541,8,36.9,8594,112,66,26,10,0,1.6,2.01,1580.0,1525,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,42240,15,NA,74493,1000
2686,3001,1,1993-03-24,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,29600,15,NA,88118,400
2687,3003,18,1993-11-27,monthly,Pisek,south Bohemia,70699,4,65.3,8968,131,60,13,2,1,2.8,3.35,1740.0,1910,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,26700,15,NA,115903,500
2688,3004,11,1996-08-22,monthly,Praha - zapad,central Bohemia,75637,7,36.5,9622,154,35,36,9,0,0.4,0.59,3475.0,3529,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7000,15,NA,23905,700
2689,3006,64,1995-01-01,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,11500,15,NA,34586,200
2690,3007,16,1993-02-02,monthly,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,107,74,21,10,1,1.1,1.54,1874.0,1913,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,40100,15,NA,77118,800
2691,3008,72,1993-02-27,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,13100,15,NA,71364,200
2692,3009,1,1996-01-26,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,8300,15,NA,28692,900
2693,3010,46,1995-09-13,monthly,Nachod,east Bohemia,112709,10,73.5,8369,117,48,20,7,3,1.7,2.31,2854.0,2618,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,27100,15,NA,83279,800
2694,3011,64,1993-09-01,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4530,15,NA,23208,400
2695,3012,49,1997-04-18,monthly,Semily,east Bohemia,75685,9,60.8,8208,155,31,28,5,1,1.8,2.26,1660.0,2123,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,5300,15,NA,54068,600
2696,3013,73,1997-12-09,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355.0,4433,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3600,15,NA,22844,4714
2697,3015,19,1996-06-15,monthly,Prachatice,south Bohemia,51428,4,52.7,8402,120,50,11,3,1,3.1,3.98,999.0,1099,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,2790,15,NA,28619,900
2698,3016,26,1996-02-23,monthly,Plzen - mesto,west Bohemia,170449,1,100.0,10787,131,0,0,0,1,2.6,3.09,6041.0,6261,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,21000,15,NA,58358,700
2699,3017,75,1994-08-12,monthly,Prerov,north Moravia,138032,5,64.6,8819,99,67,30,4,2,5.3,5.66,4063.0,4505,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,27680,15,NA,68318,700
2700,3018,34,1996-12-03,monthly,Chomutov,north Bohemia,125236,5,87.7,9675,100,28,11,1,4,6.4,7.68,5323.0,5190,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,47300,2,NA,159656,-1969
2701,3019,33,1996-04-21,monthly,Decin,north Bohemia,133777,11,84.7,8705,116,24,17,7,3,5.7,7.61,4650.0,4859,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,26600,15,NA,57812,300
2702,3020,3,1996-08-09,monthly,Beroun,central Bohemia,75232,5,41.7,8980,111,55,26,4,1,1.9,2.21,2824.0,2813,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,22500,15,NA,88152,900
2703,3021,10,1996-04-20,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,1,0.0,5591.0,1996-12-04,155616.0,3242.0,48.0,C,True,False,22700,15,NA,62154,300
2704,3022,64,1996-10-30,monthly,Zlin,south Moravia,197099,10,74.7,9624,145,29,41,10,2,1.6,2.31,4484.0,4265,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,4500,15,NA,31938,700
2705,3023,35,1997-10-14,monthly,Jablonec n. Nisou,north Bohemia,88768,7,80.5,8867,130,10,18,5,1,1.0,1.21,3384.0,3620,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,14750,15,NA,37303,6121
2706,3024,1,1996-12-18,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,10900,15,NA,37932,400
2707,3025,25,1997-12-27,monthly,Klatovy,west Bohemia,88757,10,61.7,8554,113,60,33,3,2,2.4,2.68,1822.0,2218,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6100,15,NA,31034,800
2708,3026,24,1993-02-18,monthly,Karlovy Vary,west Bohemia,122603,8,80.0,8991,128,25,21,6,2,1.3,2.01,5198.0,5273,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,63900,15,NA,114166,400
2709,3027,62,1996-04-29,monthly,Uherske Hradiste,south Moravia,145688,5,40.7,8544,109,22,41,13,2,1.2,1.86,2719.0,2906,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,3440,15,NA,27922,1000
2710,3028,27,1993-09-15,monthly,Plzen - jih,west Bohemia,67298,7,43.8,8561,110,71,19,10,0,0.6,1.29,1029.0,1127,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7100,15,NA,26167,400
2711,3029,42,1996-12-24,monthly,Havlickuv Brod,east Bohemia,95907,7,59.1,8388,87,87,25,5,2,2.4,2.94,1658.0,1668,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,14000,15,NA,32671,700
2712,3030,65,1994-06-22,monthly,Znojmo,south Moravia,114200,4,43.7,8403,105,101,41,4,1,5.7,5.72,2157.0,2718,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,5100,15,NA,28543,800
2713,3031,51,1997-03-10,monthly,Trutnov,east Bohemia,121947,11,70.5,8541,131,37,28,7,3,2.5,2.97,3496.0,3839,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,3500,15,NA,25120,4184
2714,3032,5,1993-06-07,monthly,Kolin,central Bohemia,95616,6,51.4,9307,118,65,30,4,1,3.8,4.43,2616.0,3040,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,24700,15,NA,54445,300
2715,3033,69,1997-12-10,monthly,Jesenik,north Moravia,42821,3,48.4,8173,124,4,13,5,1,NA,7.01,NA,1358,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,1137,15,NA,21451,900
2716,3036,10,1994-04-10,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,44300,15,NA,121318,900
2717,3037,44,1994-05-26,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,0.0,5593.0,1996-04-18,277884.0,7719.0,36.0,D,True,True,63000,1,NA,129394,-2507
2718,3038,10,1996-04-28,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,64200,15,NA,157871,1000
2719,3039,1,1993-12-10,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,15360,15,NA,86428,600
2720,3040,17,1996-08-03,monthly,Pelhrimov,south Bohemia,74062,7,61.4,8114,119,99,15,4,2,2.3,2.62,1003.0,1181,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,8370,15,NA,28527,1000
2721,3041,70,1996-04-04,monthly,Karvina,north Moravia,285387,7,89.9,10177,81,0,2,8,5,6.6,7.75,9878.0,10108,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6300,15,NA,37463,500
2722,3042,10,1993-09-16,monthly,Praha - vychod,central Bohemia,92084,5,46.7,10124,141,55,29,4,3,0.5,0.54,3810.0,4316,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,57200,15,NA,76336,500
2723,3043,1,1996-12-29,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6050,15,NA,22985,800
2724,3044,72,1996-09-14,monthly,Olomouc,north Moravia,226122,4,62.6,8994,110,32,50,7,4,3.8,4.79,9672.0,9208,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,3850,15,NA,29879,500
2725,3045,1,1995-06-08,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,6200,15,NA,36188,300
2726,3046,74,1997-08-11,monthly,Ostrava - mesto,north Moravia,323870,1,100.0,10673,100,0,0,0,1,4.7,5.44,18782.0,18347,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,7400,15,NA,34482,1100
2727,3047,16,1993-02-17,monthly,Jindrichuv Hradec,south Bohemia,93931,8,56.9,8427,107,74,21,10,1,1.1,1.54,1874.0,1913,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,8640,15,NA,29807,600
2728,3049,61,1994-09-08,monthly,Trebic,south Moravia,117897,6,53.8,8814,107,139,28,5,1,4.7,5.74,2112.0,2059,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,6090,15,NA,69434,1100
2729,3050,60,1993-05-08,monthly,Prostejov,south Moravia,110643,4,51.9,8441,115,49,41,4,1,3.4,4.48,1879.0,2252,2,1.0,5595.0,1994-09-02,82896.0,6908.0,12.0,A,True,False,55100,15,88.0,116804,900
2730,3051,9,1996-01-01,monthly,Nymburk,central Bohemia,81344,6,55.3,8899,149,61,23,4,2,3.3,3.97,2987.0,2487,1,1.0,NA,NA,NA,NA,NA,NA,True,NA,54100,15,12.0,145458,800
2731,3052,44,1997-04-26,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,17200,400,NA,53243,800
2732,3053,11,1993-08-23,monthly,Praha - zapad,central Bohemia,75637,7,36.5,9622,154,35,36,9,0,0.4,0.59,3475.0,3529,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,16600,15,NA,90732,900
2733,3055,15,1996-05-26,monthly,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,124,22,16,7,1,3.1,3.6,1845.0,1879,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,12600,15,NA,43345,900
2734,3056,55,1993-12-22,monthly,Brno - venkov,south Moravia,157042,9,33.9,8743,111,49,70,18,0,1.8,2.43,3659.0,3894,2,0.0,NA,NA,NA,NA,NA,NA,True,NA,6950,15,NA,34324,1100
2735,3057,9,1997-07-23,monthly,Nymburk,central Bohemia,81344,6,55.3,8899,149,61,23,4,2,3.3,3.97,2987.0,2487,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,19100,15,NA,64301,600
2736,3058,44,1994-10-23,monthly,Chrudim,east Bohemia,105606,7,53.0,8254,97,77,26,7,2,2.7,3.76,2166.0,2325,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,29000,15,NA,77935,700
2737,3059,1,1997-02-15,monthly,Hl.m. Praha,Prague,1204953,1,100.0,12541,167,0,0,0,1,0.2,0.43,85677.0,99107,2,1.0,NA,NA,NA,NA,NA,NA,True,NA,26800,15,33.0,80056,700
2738,3060,73,1997-06-09,monthly,Opava,north Moravia,182027,7,56.4,8746,90,17,49,12,2,3.3,3.74,4355.0,4433,1,0.0,NA,NA,NA,NA,NA,NA,True,NA,24800,15,NA,62393,400
